interest,registration,vote_2016,vote_intention,ideo5,employment,foreign_born,gender,census_region,hispanic,race_ethnicity,household_income,state,congress_district,language,vote_biden,age_group,race,education_level,stateicp
Most of the time,Not registered,"Did not vote, but was eligible","Yes, I will vote",Conservative,Retired,The United States,female,West,not hispanic,White,"Less than $50,000",WA,WA06,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,washington
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Self-employed,The United States,female,Midwest,not hispanic,White,"$100,000 to $149,999",WI,WI01,"No, we speak only English.",1,age_45-59,white,Some post secondary,wisconsin
Most of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Liberal,Homemaker,Another country,female,South,not hispanic,White,"$50,000 to $99,999",TX,TX35,"No, we speak only English.",1,age_18-29,white,Some post secondary,texas
Some of the time,Don't know,Was not eligible to vote,Not sure,Conservative,Retired,The United States,male,South,not hispanic,White,"Less than $50,000",SC,SC07,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,south carolina
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,male,West,not hispanic,White,"$50,000 to $99,999",WA,WA09,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,washington
Most of the time,Not registered,Was not eligible to vote,"Yes, I will vote",Very Conservative,Self-employed,Another country,female,South,not hispanic,White,"Less than $50,000",FL,FL24,"Yes, we speak a language other than Spanish or English.",0,age_45-59,white,High school or less,florida
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Full-time employed,Another country,male,West,not hispanic,Some other race,"Less than $50,000",CA,CA28,"Yes, we speak a language other than Spanish or English.",1,age_30-44,"other race, nec",Post secondary or higher,california
Only now and then,Registered,Donald Trump,"Yes, I will vote",Moderate,Permanently disabled,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IN,IN09,"No, we speak only English.",0,age_45-59,white,Some post secondary,indiana
Some of the time,Registered,Donald Trump,"Yes, I will vote",Not Sure,Full-time employed,The United States,female,South,not hispanic,Some other race,"$50,000 to $99,999",TX,TX31,"No, we speak only English.",0,age_18-29,"other race, nec",High school or less,texas
Only now and then,Registered,Donald Trump,"Yes, I already voted",Conservative,Retired,The United States,male,Midwest,not hispanic,White,"Less than $50,000",MI,MI04,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,michigan
Most of the time,Registered,"Did not vote, but was eligible","Yes, I already voted",Moderate,Unemployed or temporarily on layoff,The United States,female,Midwest,not hispanic,White,"Less than $50,000",KS,KS02,"No, we speak only English.",1,age_45-59,white,High school or less,kansas
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Retired,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",NJ,NJ02,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,new jersey
Most of the time,Registered,Hillary Clinton,"Yes, I already voted",Conservative,Part-time employed,The United States,male,Northeast,not hispanic,Asian (Japanese),"$150,000 to $199,999",NY,NY12,"No, we speak only English.",1,age_30-44,asian,High school or less,new york
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,male,Northeast,not hispanic,White,"$150,000 to $199,999",NY,NY12,"Yes, we speak a language other than Spanish or English.",0,age_30-44,white,Post secondary or higher,new york
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,The United States,female,Northeast,not hispanic,White,"$50,000 to $99,999",PA,PA13,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,pennsylvania
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Part-time employed,The United States,female,Midwest,not hispanic,White,"$150,000 to $199,999",MN,MN03,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,minnesota
Most of the time,Registered,Donald Trump,"Yes, I already voted",Conservative,Retired,The United States,male,South,not hispanic,White,"Less than $50,000",TX,TX27,"Yes, we speak a language other than Spanish or English.",0,age_60_or_more,white,Post secondary or higher,texas
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Homemaker,The United States,female,West,not hispanic,White,"$150,000 to $199,999",CA,CA04,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,california
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Not Sure,Retired,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IL,IL03,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,illinois
Some of the time,Registered,Donald Trump,"Yes, I already voted",Moderate,Full-time employed,The United States,female,Midwest,not hispanic,White,"$100,000 to $149,999",MN,MN03,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,minnesota
Most of the time,Registered,Was not eligible to vote,"Yes, I will vote",Very Liberal,Student,Another country,male,South,not hispanic,Asian (Other),"Less than $50,000",VA,VA04,"No, we speak only English.",1,age_18-29,asian,High school or less,virginia
Some of the time,Not registered,"Did not vote, but was eligible",Not sure,Conservative,Unemployed or temporarily on layoff,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",PA,PA09,"No, we speak only English.",0,age_30-44,white,High school or less,pennsylvania
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IN,IN06,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,indiana
Some of the time,Registered,Hillary Clinton,"Yes, I already voted",Moderate,Retired,The United States,male,South,not hispanic,White,"Less than $50,000",MD,MD02,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,maryland
Only now and then,Registered,"Did not vote, but was eligible","Yes, I will vote",Conservative,Permanently disabled,The United States,male,Midwest,not hispanic,"Black, or African American","Less than $50,000",IA,IA03,"No, we speak only English.",1,age_30-44,black,High school or less,iowa
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,female,South,not hispanic,Asian (Korean),"$250,000 and above",TX,TX24,"No, we speak only English.",1,age_45-59,asian,Post secondary or higher,texas
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",TX,TX05,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,texas
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,South,not hispanic,White,"$50,000 to $99,999",WV,WV01,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,west virginia
Some of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Very Liberal,Full-time employed,The United States,female,West,hispanic,White,"$50,000 to $99,999",CA,CA20,"Yes, we speak a language other than Spanish or English.",1,age_18-29,white,Some post secondary,california
Most of the time,Registered,Don't recall,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,Northeast,hispanic,"Black, or African American","Less than $50,000",NY,NY03,"No, we speak only English.",1,age_18-29,black,High school or less,new york
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,male,Midwest,not hispanic,White,"$50,000 to $99,999",KS,KS02,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,kansas
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,West,hispanic,White,"$50,000 to $99,999",NM,NM01,"Yes, we speak Spanish.",0,age_30-44,white,Post secondary or higher,new mexico
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,"Black, or African American","$50,000 to $99,999",MD,MD03,"No, we speak only English.",1,age_45-59,black,Post secondary or higher,maryland
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,Midwest,not hispanic,White,"Less than $50,000",NE,NE03,"No, we speak only English.",0,age_60_or_more,white,High school or less,nebraska
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Part-time employed,The United States,male,South,hispanic,White,"Less than $50,000",FL,FL25,"Yes, we speak a language other than Spanish or English.",1,age_30-44,white,Graduate degree,florida
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Northeast,hispanic,White,"$50,000 to $99,999",NJ,NJ06,"No, we speak only English.",0,age_30-44,white,Some post secondary,new jersey
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",PA,PA17,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,pennsylvania
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Conservative,Retired,The United States,male,South,not hispanic,White,"$50,000 to $99,999",GA,GA01,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,georgia
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,West,not hispanic,White,"Less than $50,000",OR,OR02,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,oregon
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",NC,NC02,"No, we speak only English.",0,age_30-44,white,Some post secondary,north carolina
Only now and then,Registered,Donald Trump,"Yes, I will vote",Conservative,Part-time employed,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MI,MI03,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,michigan
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,South,not hispanic,White,"Less than $50,000",FL,FL17,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,male,West,not hispanic,White,"$100,000 to $149,999",MT,MT00,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,montana
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Unemployed or temporarily on layoff,The United States,male,West,not hispanic,Some other race,"$50,000 to $99,999",CA,CA51,"No, we speak only English.",0,age_60_or_more,"other race, nec",Some post secondary,california
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,Another country,male,South,hispanic,White,"$100,000 to $149,999",FL,FL10,"Yes, we speak a language other than Spanish or English.",0,age_30-44,white,Post secondary or higher,florida
Some of the time,Registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Conservative,Full-time employed,The United States,male,West,not hispanic,White,"Less than $50,000",CA,CA52,"No, we speak only English.",0,age_18-29,white,Some post secondary,california
Most of the time,Registered,"Did not vote, but was eligible","Yes, I already voted",Liberal,Retired,The United States,female,Northeast,not hispanic,White,"$50,000 to $99,999",NJ,NJ04,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,new jersey
Some of the time,Registered,Was not eligible to vote,"Yes, I will vote",Very Liberal,Permanently disabled,The United States,female,South,not hispanic,White,"Less than $50,000",WV,WV01,"No, we speak only English.",1,age_45-59,white,High school or less,west virginia
Some of the time,Registered,Gary Johnson,"Yes, I will vote",Moderate,Retired,The United States,male,South,not hispanic,White,"$50,000 to $99,999",FL,FL06,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,florida
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,male,South,not hispanic,White,"$50,000 to $99,999",FL,FL25,"No, we speak only English.",0,age_18-29,white,Post secondary or higher,florida
Some of the time,Registered,Gary Johnson,"Yes, I will vote",Moderate,Full-time employed,The United States,male,Midwest,not hispanic,Asian (Asian Indian),"$100,000 to $149,999",IL,IL06,"No, we speak only English.",1,age_18-29,asian,Post secondary or higher,illinois
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,female,South,hispanic,White,"Less than $50,000",FL,FL15,"Yes, we speak Spanish.",1,age_45-59,white,Post secondary or higher,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Part-time employed,The United States,female,Midwest,not hispanic,White,"Less than $50,000",OH,OH11,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,ohio
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,Northeast,not hispanic,White,"$200,000 to $249,999",NY,NY10,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,new york
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Retired,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IN,IN09,"No, we speak only English.",0,age_60_or_more,white,High school or less,indiana
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,female,Midwest,hispanic,White,"$50,000 to $99,999",MN,,"Yes, we speak Spanish.",0,age_60_or_more,white,Graduate degree,minnesota
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,South,not hispanic,White,"Less than $50,000",AL,AL01,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,alabama
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,The United States,female,South,hispanic,White,"$50,000 to $99,999",FL,FL08,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,florida
Only now and then,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,White,"$100,000 to $149,999",NC,NC09,"No, we speak only English.",0,age_45-59,white,Some post secondary,north carolina
Some of the time,Not registered,"Did not vote, but was eligible","Yes, I will vote",Conservative,Self-employed,The United States,male,Northeast,not hispanic,White,"Less than $50,000",MA,MA05,"No, we speak only English.",0,age_30-44,white,High school or less,massachusetts
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,male,South,hispanic,White,"Less than $50,000",AL,AL03,"No, we speak only English.",0,age_30-44,white,Some post secondary,alabama
Only now and then,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,Midwest,not hispanic,White,"Less than $50,000",IL,IL10,"No, we speak only English.",1,age_60_or_more,white,High school or less,illinois
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,female,West,not hispanic,White,"Less than $50,000",CA,CA50,"No, we speak only English.",0,age_60_or_more,white,High school or less,california
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Self-employed,The United States,male,Northeast,not hispanic,White,"Less than $50,000",ME,ME01,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,maine
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Homemaker,The United States,female,South,not hispanic,White,"Less than $50,000",AL,AL04,"No, we speak only English.",0,age_45-59,white,Some post secondary,alabama
Hardly at all,Registered,"Did not vote, but was eligible","Yes, I already voted",Very Liberal,Unemployed or temporarily on layoff,The United States,female,South,not hispanic,White,"Less than $50,000",FL,FL09,"No, we speak only English.",1,age_45-59,white,Some post secondary,florida
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Homemaker,The United States,female,Northeast,not hispanic,White,"$100,000 to $149,999",NJ,NJ11,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,new jersey
Some of the time,Registered,Gary Johnson,"Yes, I will vote",Moderate,Retired,The United States,female,Midwest,not hispanic,White,"Less than $50,000",IL,IL11,"No, we speak only English.",0,age_60_or_more,white,High school or less,illinois
Some of the time,Registered,Hillary Clinton,"Yes, I already voted",Very Liberal,Full-time employed,The United States,male,South,not hispanic,"Black, or African American","Less than $50,000",GA,GA05,"No, we speak only English.",1,age_18-29,black,High school or less,georgia
Hardly at all,Registered,Hillary Clinton,"Yes, I already voted",Not Sure,Permanently disabled,The United States,male,Midwest,not hispanic,White,"Less than $50,000",MN,MN04,"No, we speak only English.",1,age_45-59,white,High school or less,minnesota
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,male,South,not hispanic,"Black, or African American","Less than $50,000",MD,MD07,"No, we speak only English.",1,age_60_or_more,black,Some post secondary,maryland
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,female,Midwest,not hispanic,White,"Less than $50,000",KS,KS01,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,kansas
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,Northeast,hispanic,White,"$100,000 to $149,999",NY,NY16,"Yes, we speak Spanish.",1,age_30-44,white,Post secondary or higher,new york
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Self-employed,The United States,female,West,not hispanic,White,"$100,000 to $149,999",CA,CA36,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,california
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,male,West,not hispanic,White,"Less than $50,000",CA,CA05,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,california
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,male,Midwest,not hispanic,White,"$100,000 to $149,999",OH,OH11,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,ohio
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Retired,The United States,female,South,not hispanic,White,"Less than $50,000",NC,NC03,"No, we speak only English.",0,age_60_or_more,white,High school or less,north carolina
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,female,South,not hispanic,White,"Less than $50,000",TN,TN01,"No, we speak only English.",0,age_45-59,white,High school or less,tennessee
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Self-employed,The United States,male,South,not hispanic,White,"$50,000 to $99,999",GA,GA11,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,georgia
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,female,South,not hispanic,White,"$100,000 to $149,999",AR,AR03,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,arkansas
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Retired,The United States,female,South,not hispanic,White,"Less than $50,000",TX,TX31,"No, we speak only English.",1,age_60_or_more,white,Some post secondary,texas
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",MO,MO05,"No, we speak only English.",1,age_60_or_more,white,High school or less,missouri
Some of the time,Not registered,Hillary Clinton,"No, I am not eligible to vote",Very Liberal,Homemaker,Another country,female,Northeast,hispanic,Some other race,"$100,000 to $149,999",CT,CT03,"Yes, we speak Spanish.",1,age_18-29,"other race, nec",High school or less,connecticut
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,The United States,female,Midwest,not hispanic,"Black, or African American","Less than $50,000",KS,KS04,"No, we speak only English.",1,age_60_or_more,black,Post secondary or higher,kansas
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,male,Northeast,not hispanic,White,"$100,000 to $149,999",NY,NY10,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,new york
Some of the time,Registered,Was not eligible to vote,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,hispanic,American Indian or Alaska Native,"Less than $50,000",TX,TX34,"Yes, we speak Spanish.",1,age_18-29,"other race, nec",High school or less,texas
Only now and then,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,male,Midwest,not hispanic,White,"$100,000 to $149,999",SD,SD00,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,south dakota
Only now and then,Registered,Donald Trump,"Yes, I already voted",Conservative,Retired,The United States,male,South,not hispanic,White,"Less than $50,000",FL,FL11,"No, we speak only English.",0,age_60_or_more,white,High school or less,florida
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Student,The United States,male,Northeast,not hispanic,White,"Less than $50,000",PA,PA08,"No, we speak only English.",0,age_18-29,white,Post secondary or higher,pennsylvania
Most of the time,Registered,Don't recall,"Yes, I already voted",Moderate,Full-time employed,The United States,female,Northeast,hispanic,White,"Less than $50,000",PA,PA06,"Yes, we speak Spanish.",0,age_18-29,white,Some post secondary,pennsylvania
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Conservative,Full-time employed,The United States,male,South,not hispanic,"Black, or African American","$50,000 to $99,999",MD,MD05,"No, we speak only English.",1,age_30-44,black,Post secondary or higher,maryland
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Full-time employed,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",MA,MA05,"No, we speak only English.",1,age_30-44,white,Post secondary or higher,massachusetts
Hardly at all,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Permanently disabled,The United States,female,South,not hispanic,White,"Less than $50,000",KY,KY05,"No, we speak only English.",0,age_45-59,white,High school or less,kentucky
Hardly at all,Registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Moderate,Full-time employed,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",PA,PA04,"No, we speak only English.",0,age_18-29,white,High school or less,pennsylvania
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Part-time employed,The United States,male,Midwest,not hispanic,"Black, or African American","Less than $50,000",KS,KS01,"No, we speak only English.",1,age_18-29,black,High school or less,kansas
Some of the time,Registered,Was not eligible to vote,Not sure,Conservative,Student,Another country,male,South,not hispanic,White,"$50,000 to $99,999",FL,FL09,"Yes, we speak a language other than Spanish or English.",0,age_18-29,white,High school or less,florida
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,Another country,female,Northeast,hispanic,Some other race,"Less than $50,000",CT,CT01,"Yes, we speak Spanish.",1,age_45-59,"other race, nec",Some post secondary,connecticut
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Full-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",TX,TX02,"No, we speak only English.",1,age_45-59,white,Post secondary or higher,texas
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Moderate,Self-employed,The United States,male,South,hispanic,Some other race,"Less than $50,000",FL,,"No, we speak only English.",1,age_30-44,"other race, nec",High school or less,florida
Only now and then,Registered,Donald Trump,"Yes, I will vote",Moderate,Retired,The United States,male,South,not hispanic,White,"Less than $50,000",WV,WV02,"No, we speak only English.",0,age_60_or_more,white,High school or less,west virginia
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,male,South,not hispanic,White,"Less than $50,000",TX,TX08,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,texas
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,South,not hispanic,White,"$150,000 to $199,999",TX,TX05,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,texas
Most of the time,Not registered,"Did not vote, but was eligible",Not sure,Not Sure,Permanently disabled,The United States,female,South,not hispanic,White,"Less than $50,000",GA,GA10,"No, we speak only English.",0,age_45-59,white,High school or less,georgia
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Unemployed or temporarily on layoff,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",NY,NY20,"No, we speak only English.",0,age_30-44,white,Post secondary or higher,new york
Most of the time,Registered,Someone else:,"Yes, I will vote",Liberal,Unemployed or temporarily on layoff,Another country,male,South,hispanic,White,"Less than $50,000",FL,FL22,"Yes, we speak Spanish.",1,age_18-29,white,Post secondary or higher,florida
Some of the time,Registered,Donald Trump,"No, I will not vote but I am eligible",Moderate,Full-time employed,The United States,female,West,not hispanic,White,"Less than $50,000",OR,OR03,"No, we speak only English.",0,age_45-59,white,Some post secondary,oregon
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Part-time employed,The United States,male,Northeast,not hispanic,White,"$50,000 to $99,999",NJ,NJ06,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,new jersey
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,Midwest,not hispanic,White,"$100,000 to $149,999",IL,IL17,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,illinois
Hardly at all,Registered,Jill Stein,"Yes, I will vote",Not Sure,Permanently disabled,The United States,female,West,hispanic,Some other race,"Less than $50,000",CA,CA03,"No, we speak only English.",1,age_45-59,"other race, nec",Post secondary or higher,california
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Very Liberal,Unemployed or temporarily on layoff,The United States,female,Northeast,not hispanic,White,"Less than $50,000",MA,MA03,"No, we speak only English.",1,age_18-29,white,Post secondary or higher,massachusetts
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Moderate,Retired,The United States,male,West,not hispanic,Asian (Chinese),"Less than $50,000",HI,HI01,"No, we speak only English.",1,age_60_or_more,asian,Post secondary or higher,hawaii
Some of the time,Not registered,Was not eligible to vote,"No, I am not eligible to vote",Liberal,Homemaker,Another country,female,South,hispanic,White,"Less than $50,000",FL,FL25,"Yes, we speak Spanish.",1,age_60_or_more,white,Some post secondary,florida
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Liberal,Full-time employed,The United States,male,Northeast,hispanic,White,"$100,000 to $149,999",NY,NY07,"No, we speak only English.",0,age_30-44,white,Graduate degree,new york
Most of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Retired,The United States,female,West,not hispanic,White,"Less than $50,000",CA,CA47,"No, we speak only English.",0,age_45-59,white,High school or less,california
Some of the time,Registered,Donald Trump,Not sure,Very Conservative,Homemaker,The United States,female,Midwest,not hispanic,White,"Less than $50,000",MO,MO05,"No, we speak only English.",0,age_45-59,white,Post secondary or higher,missouri
Some of the time,Registered,Donald Trump,"Yes, I will vote",Moderate,Full-time employed,The United States,male,Northeast,not hispanic,"Black, or African American","Less than $50,000",NY,NY10,"Yes, we speak a language other than Spanish or English.",1,age_30-44,black,Post secondary or higher,new york
Most of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,West,hispanic,Some other race,"$50,000 to $99,999",CA,CA51,"No, we speak only English.",0,age_45-59,"other race, nec",High school or less,california
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Full-time employed,The United States,female,Midwest,not hispanic,White,"$50,000 to $99,999",IA,IA04,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,iowa
Most of the time,Not registered,"Did not vote, but was eligible",Not sure,Liberal,Full-time employed,The United States,female,South,not hispanic,White,"Less than $50,000",VA,VA05,"No, we speak only English.",0,age_45-59,white,High school or less,virginia
Some of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,male,Midwest,not hispanic,White,"$50,000 to $99,999",OH,OH02,"No, we speak only English.",0,age_60_or_more,white,Post secondary or higher,ohio
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Retired,The United States,male,Northeast,not hispanic,White,"$250,000 and above",NJ,NJ12,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,new jersey
Some of the time,Registered,Donald Trump,"Yes, I will vote",Conservative,Retired,The United States,male,South,not hispanic,White,"Less than $50,000",AL,AL04,"No, we speak only English.",0,age_60_or_more,white,Some post secondary,alabama
Most of the time,Registered,Someone else:,"Yes, I will vote",Moderate,Self-employed,The United States,male,South,not hispanic,"Black, or African American","$50,000 to $99,999",NC,NC08,"No, we speak only English.",1,age_45-59,black,High school or less,north carolina
Most of the time,Registered,Donald Trump,"Yes, I will vote",Very Conservative,Full-time employed,The United States,male,West,not hispanic,Asian (Japanese),"$250,000 and above",CA,CA22,"No, we speak only English.",0,age_45-59,asian,Post secondary or higher,california
Most of the time,Not registered,"Did not vote, but was eligible",Not sure,Moderate,Part-time employed,The United States,female,West,not hispanic,White,"Less than $50,000",WA,WA02,"No, we speak only English.",1,age_60_or_more,white,Post secondary or higher,washington
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Liberal,Retired,The United States,female,Northeast,not hispanic,White,"Less than $50,000",MA,MA03,"No, we speak only English.",1,age_45-59,white,Some post secondary,massachusetts
